16	3206
6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02	6.2500000000e-02
1.6242502265e-134	0.0000000000e+00	0.0000000000e+00	1.0804977052e-246	6.9139651783e-02	8.2698465280e-85	1.7537276511e-01	0.0000000000e+00	0.0000000000e+00	7.1117336889e-01	4.4314214222e-02	1.0213105437e-104	1.1607856292e-46	1.2377500669e-180	8.2984204454e-77	8.1367789242e-282
5.2603746523e-01	0.0000000000e+00	1.5018648466e-02	2.5397548661e-01	3.4002676828e-02	8.0519138926e-02	8.4926191328e-02	0.0000000000e+00	0.0000000000e+00	1.6441085374e-235	0.0000000000e+00	5.8875314266e-141	5.5203926199e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
0.0000000000e+00	9.0500279716e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.4997202836e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3.6440913549e-01	0.0000000000e+00	0.0000000000e+00	2.8975632352e-02	2.0337767779e-258	5.2606754177e-01	0.0000000000e+00	1.6105924193e-195	0.0000000000e+00	4.0713640283e-125	1.2627329081e-232	1.6095274686e-216	8.0547690394e-02	2.7992192181e-131	5.8881873053e-300	1.8418713653e-169
0.0000000000e+00	6.5378403053e-01	1.0850188634e-217	0.0000000000e+00	0.0000000000e+00	1.1924001327e-292	1.2819884902e-02	3.3339608457e-01	0.0000000000e+00	0.0000000000e+00	4.8714388336e-262	2.5237733843e-167	4.1847972528e-300	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.3444121759e-232	3.1323846467e-77	0.0000000000e+00	0.0000000000e+00	3.7065236770e-01	0.0000000000e+00	1.4364992066e-01	0.0000000000e+00	1.1434718498e-279	7.1301792381e-32	8.1599655659e-283	2.7324669946e-01	4.5756953177e-250	2.1245101218e-01	2.3996129312e-152	4.5487363853e-265
0.0000000000e+00	0.0000000000e+00	1.5917355943e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.8661956484e-207	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.7309888008e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.6772756049e-01
0.0000000000e+00	2.8513581906e-02	9.1987986688e-03	2.4704630882e-244	0.0000000000e+00	8.1414700407e-01	1.0284728656e-01	6.9274859896e-280	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.1476969581e-307	2.4529439087e-02	2.0763889711e-02	0.0000000000e+00	0.0000000000e+00
0.0000000000e+00	9.5094017065e-01	0.0000000000e+00	1.7267145044e-312	1.2039063649e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.6247234348e-269	0.0000000000e+00	4.7036182244e-185	3.2979870222e-02	0.0000000000e+00	4.0408954813e-03	0.0000000000e+00
7.0495874619e-02	0.0000000000e+00	0.0000000000e+00	6.8956207349e-02	7.5126290145e-02	2.1020485158e-01	1.8449436626e-01	0.0000000000e+00	0.0000000000e+00	1.0349369287e-198	0.0000000000e+00	2.4787167833e-280	2.3726084219e-01	1.1699439954e-262	1.5346156785e-01	0.0000000000e+00
6.5553437511e-287	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.5996732558e-01	0.0000000000e+00	1.9055088996e-02	2.3608848499e-308	0.0000000000e+00	1.9301942725e-01	7.0327835865e-02	5.7630322307e-02
0.0000000000e+00	0.0000000000e+00	6.7982389031e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3442925622e-03	3.0932864120e-02	0.0000000000e+00	0.0000000000e+00	1.2057598028e-02	2.7184135498e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1.9758997209e-149	0.0000000000e+00	3.7563207213e-298	0.0000000000e+00	2.7324266389e-66	7.6165917847e-211	1.0695459944e-01	0.0000000000e+00	9.1101064312e-65	2.2702162438e-129	0.0000000000e+00	3.1518398366e-315	2.8960559314e-01	5.1354096881e-116	6.0343980742e-01	0.0000000000e+00
4.2408356012e-01	1.5764173025e-105	0.0000000000e+00	2.9249275336e-02	3.2559259347e-223	4.3749433808e-01	1.3282874614e-02	1.3614088984e-288	8.7505850734e-02	1.9319208103e-247	0.0000000000e+00	9.0338924889e-254	8.3841011153e-03	0.0000000000e+00	3.3579227037e-114	0.0000000000e+00
1.7789740718e-02	2.9647901001e-02	0.0000000000e+00	0.0000000000e+00	2.9667561618e-126	1.5138038617e-183	2.2919478074e-02	0.0000000000e+00	3.8214791721e-01	7.6109227151e-197	0.0000000000e+00	3.2925480844e-01	4.9398075379e-135	2.1824015456e-01	1.8027121192e-169	0.0000000000e+00
1.0862920384e-01	0.0000000000e+00	0.0000000000e+00	4.7790159063e-02	2.0221315603e-306	3.6338328887e-01	1.5998789712e-01	0.0000000000e+00	2.0146398972e-197	1.1278597856e-247	0.0000000000e+00	3.4636346293e-168	3.2020945110e-01	0.0000000000e+00	9.3126829844e-129	0.0000000000e+00
