12	3206
8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02	8.3333333333e-02
0.0000000000e+00	1.0229973860e-168	9.6975631055e-156	0.0000000000e+00	2.5583740799e-183	0.0000000000e+00	1.5900751298e-277	9.9659238125e-01	3.4076187514e-03	1.2254297313e-211	3.4716683978e-269	3.9737114456e-101
3.7113295836e-303	9.3470214539e-142	1.4619636665e-01	9.2505416236e-02	1.5482309231e-162	4.6534333128e-208	4.9813482561e-01	1.1344722298e-02	4.5629065841e-193	2.5181866920e-01	4.3456923252e-73	9.7061026458e-134
2.4240698738e-01	3.1039826822e-289	6.4385736871e-03	1.3228335298e-24	7.5115443893e-01	7.8435404216e-313	0.0000000000e+00	6.0895360597e-267	7.1592930089e-111	2.8145315138e-37	2.1815914010e-148	1.5967705860e-229
1.0804882088e-126	0.0000000000e+00	0.0000000000e+00	1.8952337940e-167	0.0000000000e+00	0.0000000000e+00	3.3919012818e-01	6.6080987182e-01	6.8195941647e-241	1.0405369860e-301	0.0000000000e+00	0.0000000000e+00
3.1655794515e-01	2.5960999136e-165	1.3719404176e-239	7.4527338880e-301	1.3769132867e-01	7.8692128369e-02	2.4664538436e-241	1.5520742112e-276	5.5627642525e-02	1.4385029881e-01	2.6758065647e-01	1.1372091611e-164
4.4150403663e-288	1.8940237997e-177	5.2469665438e-220	3.2994877684e-01	1.3665600799e-132	7.2469454051e-219	4.1812199653e-01	2.0933680493e-01	1.4590313414e-144	4.2592421701e-02	5.0026663449e-78	4.1782803303e-135
2.4511608980e-279	1.0053778191e-02	1.7384834961e-160	3.3139481972e-01	3.0797369258e-100	2.1244822771e-322	2.3375951467e-143	2.0370911947e-02	2.4624577777e-270	4.8879711021e-61	2.9923832962e-01	3.3894216053e-01
3.0270091743e-225	2.8122782683e-03	2.8815527788e-01	3.7919073636e-279	5.3307694185e-44	1.0222188552e-262	2.5201748297e-226	1.0428479778e-02	6.6474655436e-01	3.3857409712e-02	6.3635912327e-14	1.6340889633e-17
6.5184396554e-113	3.8797391303e-01	5.8213862651e-02	0.0000000000e+00	6.4108651296e-163	0.0000000000e+00	4.9398794994e-108	1.4580863452e-01	5.2779908151e-127	1.1477834848e-131	3.1458435532e-02	3.7654515427e-01
1.6121164026e-81	1.0416905646e-179	1.0000000000e+00	2.5068606030e-223	7.9110669627e-167	0.0000000000e+00	5.5635052375e-262	1.8324894804e-320	9.6580725388e-237	1.9014359224e-165	0.0000000000e+00	0.0000000000e+00
4.4392035939e-169	3.7549176497e-223	0.0000000000e+00	2.0780107447e-294	1.6819097578e-272	6.7818403431e-01	0.0000000000e+00	0.0000000000e+00	7.1641355508e-111	1.6999416279e-14	3.2181596569e-01	5.5717258140e-207
1.0536345561e-02	2.9131496239e-01	2.7322350983e-01	3.6097030015e-112	1.4752091127e-38	6.9120191690e-267	2.1732050255e-254	1.3003301720e-234	1.2695367253e-192	1.1573341227e-02	4.1335184099e-01	1.9234902162e-65
