32	3206
3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02	3.1250000000e-02
0.0000000000e+00	1.9127713536e-298	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0350267423e-238	3.1081659824e-01	0.0000000000e+00	5.6828054750e-266	0.0000000000e+00	5.0232730992e-02	1.8671779231e-313	7.2747744120e-190	1.3038249525e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	8.1491573697e-232	0.0000000000e+00	1.8122422052e-252	4.7542257180e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	7.5592043814e-322	0.0000000000e+00	3.3145603718e-02	0.0000000000e+00	0.0000000000e+00	1.1176022626e-257	0.0000000000e+00
9.9501575688e-02	0.0000000000e+00	2.2392846718e-01	2.3756857778e-123	4.6055020901e-02	3.8062203860e-02	0.0000000000e+00	1.1903943747e-02	1.4145051629e-104	1.2762729600e-120	1.5686325468e-01	6.8364771526e-229	4.0181844796e-281	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.8384490106e-47	3.5971955962e-212	2.6948178330e-01	4.2493589973e-02	9.0936985777e-244	3.7237480092e-199	6.5449099061e-02	0.0000000000e+00	0.0000000000e+00	2.0236263982e-60	5.5778818782e-164	1.2756288818e-02	1.5533733872e-156	0.0000000000e+00	0.0000000000e+00	3.3504772797e-02
3.7352822187e-233	0.0000000000e+00	6.9739338100e-90	9.5353257256e-55	6.8750207851e-01	1.9432414762e-03	3.2014910277e-79	2.0756036420e-01	3.6775520899e-232	2.4239499330e-02	4.0001723527e-03	0.0000000000e+00	9.9673012038e-164	1.3613736162e-307	2.2542614396e-186	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.1857891891e-132	8.2742502405e-03	1.5357046561e-216	0.0000000000e+00	0.0000000000e+00	5.2484223108e-02	0.0000000000e+00	1.3996170781e-02	5.1028319364e-196	9.1530124665e-284	2.8381180561e-303	1.2651199934e-103
9.5116526927e-312	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.8979366503e-277	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	7.6512172539e-02	6.2554639074e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.2154399247e-01	1.0790779955e-226	1.9568368540e-02	5.6829075714e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.9300472947e-171	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
0.0000000000e+00	0.0000000000e+00	1.6464422168e-53	0.0000000000e+00	4.7950389011e-01	1.1257269179e-01	1.1748657099e-288	2.6534581051e-03	2.6309861969e-67	8.1140048808e-03	1.5645128690e-96	1.8400895713e-309	7.2571611878e-211	2.0852405067e-03	0.0000000000e+00	4.7187538430e-193	0.0000000000e+00	0.0000000000e+00	1.9148483159e-01	0.0000000000e+00	1.0473283591e-126	4.0407159003e-227	3.5051598833e-03	1.4547223506e-314	2.9635735314e-308	2.0008072314e-01	7.9874962450e-235	1.3101345875e-76	2.0806150283e-316	0.0000000000e+00	0.0000000000e+00	1.5131476392e-189
1.5316634523e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0608340650e-309	7.1708847469e-267	2.5715834173e-242	0.0000000000e+00	0.0000000000e+00	3.7466184409e-03	7.1410099841e-03	0.0000000000e+00	1.5255457432e-244	0.0000000000e+00	0.0000000000e+00	5.7100215244e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.1238060885e-302	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.4986604909e-123	0.0000000000e+00	3.6102517470e-01	0.0000000000e+00	0.0000000000e+00	3.9333811517e-02	2.4345983889e-03
0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	7.9630971735e-307	2.7082970079e-02	0.0000000000e+00	2.8542089084e-03	4.4445776214e-147	0.0000000000e+00	0.0000000000e+00	1.1521511878e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.5431975249e-02	0.0000000000e+00	0.0000000000e+00	2.1289130788e-01	0.0000000000e+00	5.5408073405e-01	0.0000000000e+00	0.0000000000e+00	2.2498072676e-299	4.0083069855e-282	0.0000000000e+00	0.0000000000e+00	2.2443685054e-02	0.0000000000e+00
3.5733633128e-03	0.0000000000e+00	5.7646253923e-274	0.0000000000e+00	0.0000000000e+00	1.2887930075e-220	0.0000000000e+00	2.6081366815e-311	2.1506315835e-02	0.0000000000e+00	2.2067102723e-02	0.0000000000e+00	7.8077013199e-90	0.0000000000e+00	2.0513574318e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	8.7448120205e-237	0.0000000000e+00	5.5730604851e-321	3.4257719280e-01	0.0000000000e+00	5.6657419014e-01	0.0000000000e+00	1.5112047341e-147	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.3188260877e-02	0.0000000000e+00	0.0000000000e+00
3.9381746543e-263	5.3976013046e-01	0.0000000000e+00	3.1360560381e-02	0.0000000000e+00	0.0000000000e+00	7.4252557291e-02	0.0000000000e+00	2.0264925390e-101	0.0000000000e+00	4.7433318829e-03	0.0000000000e+00	3.5010341920e-02	1.2092193459e-276	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9511411960e-118	0.0000000000e+00	1.6761448196e-189	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1149340749e-01	7.1699458691e-215	0.0000000000e+00	1.4005861849e-282	0.0000000000e+00	0.0000000000e+00	3.3796705795e-03	5.9055779845e-130
